Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,INSDC_center_alias,create_date,version,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,Submitter_Id,common_name,Collection_Date,Strain,Isolation_source,specific_host,anonymized_name,COUNTRY,host_status,sub_species,supplier_name,ArrayExpress-SPECIES,Subject_ID,Scientific_Name,Collection_month,Collection_year,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),host_health_state,Isolate,PMID,Region,Tax_ID,Alias,ENA_checklist,SRA_accession,Title,Serovar,selection_source
ERR2759477,WGS,GCA_000069185.1,250,243212750,PRJEB2779,SAMEA104138864,46789983,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2018-08-28,2018-11-16,ERX2772470,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:48Z,public,Illumina HiSeq 2500,DN490108Q:G4,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138864,9d6a2fc0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138864,9d6a2fc0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759478,WGS,GCA_000069185.1,250,267445000,PRJEB2779,SAMEA104138865,50313851,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2018-08-28,2018-11-16,ERX2772471,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:48Z,public,Illumina HiSeq 2500,DN490108Q:H4,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138865,9d726d20-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138865,9d726d20-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759479,WGS,GCA_000069185.1,250,269791500,PRJEB2779,SAMEA104138866,50543575,WELLCOME SANGER INSTITUTE,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2018-08-28,2018-11-16,ERX2772472,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:49Z,public,Illumina HiSeq 2500,DN490108Q:A5,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138866,9d7aaa80-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138866,9d7aaa80-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759480,WGS,GCA_000069185.1,250,230754750,PRJEB2779,SAMEA104138867,45056269,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2018-08-28,2018-11-16,ERX2772473,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:50Z,public,Illumina HiSeq 2500,DN490108Q:B5,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138867,9d82e7e0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138867,9d82e7e0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759481,WGS,GCA_000069185.1,250,235595250,PRJEB2779,SAMEA104138868,45629406,WELLCOME SANGER INSTITUTE,public,"sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2018-08-28,2018-11-16,ERX2772474,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:50Z,public,Illumina HiSeq 2500,DN490108Q:C5,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138868,9d90f1a0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138868,9d90f1a0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759482,WGS,GCA_000069185.1,250,258588250,PRJEB2779,SAMEA104138869,52020938,WELLCOME SANGER INSTITUTE,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2018-08-28,2018-11-16,ERX2772475,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:51Z,public,Illumina HiSeq 2500,DN490108Q:D5,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138869,9d9b2ad0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138869,9d9b2ad0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759483,WGS,GCA_000069185.1,250,246545750,PRJEB2779,SAMEA104138870,48091427,WELLCOME SANGER INSTITUTE,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2018-08-28,2018-11-16,ERX2772476,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:51Z,public,Illumina HiSeq 2500,DN490108Q:E5,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138870,9da5b220-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138870,9da5b220-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759484,WGS,GCA_000069185.1,250,256068000,PRJEB2779,SAMEA104138871,49281898,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2018-08-28,2018-11-16,ERX2772477,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:52Z,public,Illumina HiSeq 2500,DN490108Q:F5,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138871,9db123d0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:37:00Z,1,2018-08-28,2017-06-23,SAMEA104138871,9db123d0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759485,WGS,GCA_000069185.1,250,280498750,PRJEB2779,SAMEA104138872,52891827,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2018-08-28,2018-11-16,ERX2772478,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:52Z,public,Illumina HiSeq 2500,DN490108Q:G5,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138872,9dba99b0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138872,9dba99b0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759486,WGS,GCA_000069185.1,250,233769500,PRJEB2779,SAMEA104138873,44883896,WELLCOME SANGER INSTITUTE,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2018-08-28,2018-11-16,ERX2772479,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:53Z,public,Illumina HiSeq 2500,DN490108Q:H5,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138873,9dc59630-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138873,9dc59630-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759487,WGS,GCA_000069185.1,250,214121750,PRJEB2779,SAMEA104138874,41869030,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2018-08-28,2018-11-16,ERX2772480,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:53Z,public,Illumina HiSeq 2500,DN490108Q:A6,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138874,9dcf0c10-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138874,9dcf0c10-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759488,WGS,GCA_000069185.1,250,252709750,PRJEB2779,SAMEA104138875,48572875,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2018-08-28,2018-11-16,ERX2772481,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:54Z,public,Illumina HiSeq 2500,DN490108Q:B6,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138875,9dd85ae0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138875,9dd85ae0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759489,WGS,GCA_000069185.1,250,258857000,PRJEB2779,SAMEA104138876,49596734,WELLCOME SANGER INSTITUTE,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2018-08-28,2018-11-16,ERX2772482,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:54Z,public,Illumina HiSeq 2500,DN490108Q:C6,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138876,9de1a9b0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138876,9de1a9b0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759490,WGS,GCA_000069185.1,250,257131750,PRJEB2779,SAMEA104138877,49755363,WELLCOME SANGER INSTITUTE,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2018-08-28,2018-11-16,ERX2772483,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:55Z,public,Illumina HiSeq 2500,DN490108Q:D6,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138877,9deaf880-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138877,9deaf880-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759491,WGS,GCA_000069185.1,250,249275250,PRJEB2779,SAMEA104138878,48624808,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2018-08-28,2018-11-16,ERX2772484,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:55Z,public,Illumina HiSeq 2500,DN490108Q:E6,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138878,9df3ab10-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138878,9df3ab10-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759492,WGS,GCA_000069185.1,250,265691750,PRJEB2779,SAMEA104138879,50621809,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2018-08-28,2018-11-16,ERX2772485,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:56Z,public,Illumina HiSeq 2500,DN490108Q:F6,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138879,9dfc0f80-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138879,9dfc0f80-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759493,WGS,GCA_000069185.1,250,254667750,PRJEB2779,SAMEA104138880,48574598,WELLCOME SANGER INSTITUTE,public,"sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2018-08-28,2018-11-16,ERX2772486,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:56Z,public,Illumina HiSeq 2500,DN490108Q:G6,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138880,9e0425d0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138880,9e0425d0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759494,WGS,GCA_000069185.1,250,239736750,PRJEB2779,SAMEA104138881,45943549,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2018-08-28,2018-11-16,ERX2772487,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:57Z,public,Illumina HiSeq 2500,DN490108Q:H6,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138881,9e0c3c20-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T14:35:00Z,1,2018-08-28,2017-06-23,SAMEA104138881,9e0c3c20-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759495,WGS,GCA_000069185.1,250,247693000,PRJEB2779,SAMEA104138882,47001756,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2018-08-28,2018-11-16,ERX2772488,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:57Z,public,Illumina HiSeq 2500,DN490108Q:A7,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138882,9e147980-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138882,9e147980-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759496,WGS,GCA_000069185.1,250,240652000,PRJEB2779,SAMEA104138883,46737367,WELLCOME SANGER INSTITUTE,public,"sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2018-08-28,2018-11-16,ERX2772489,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:58Z,public,Illumina HiSeq 2500,DN490108Q:B7,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138883,9e1c8fd0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138883,9e1c8fd0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759497,WGS,GCA_000069185.1,250,261447250,PRJEB2779,SAMEA104138884,49463375,WELLCOME SANGER INSTITUTE,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2018-08-28,2018-11-16,ERX2772490,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:58Z,public,Illumina HiSeq 2500,DN490108Q:C7,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138884,9e24a620-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138884,9e24a620-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759498,WGS,GCA_000069185.1,250,269059750,PRJEB2779,SAMEA104138885,50382795,WELLCOME SANGER INSTITUTE,public,"sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2018-08-28,2018-11-16,ERX2772491,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:08:59Z,public,Illumina HiSeq 2500,DN490108Q:D7,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138885,9e308d00-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:37:00Z,1,2018-08-28,2017-06-23,SAMEA104138885,9e308d00-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759499,WGS,GCA_000069185.1,250,277770500,PRJEB2779,SAMEA104138886,52114837,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2018-08-28,2018-11-16,ERX2772492,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:09:00Z,public,Illumina HiSeq 2500,DN490108Q:E7,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138886,9e38ca60-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138886,9e38ca60-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759500,WGS,GCA_000069185.1,250,258486750,PRJEB2779,SAMEA104138887,48939159,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2018-08-28,2018-11-16,ERX2772493,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:09:00Z,public,Illumina HiSeq 2500,DN490108Q:F7,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138887,9e40e0b0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138887,9e40e0b0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759501,WGS,GCA_000069185.1,250,272986750,PRJEB2779,SAMEA104138888,51557988,WELLCOME SANGER INSTITUTE,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2018-08-28,2018-11-16,ERX2772494,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:09:01Z,public,Illumina HiSeq 2500,DN490108Q:G7,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138888,9e494520-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138888,9e494520-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759502,WGS,GCA_000069185.1,250,271855500,PRJEB2779,SAMEA104138889,56439019,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2018-08-28,2018-11-16,ERX2772495,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:09:01Z,public,Illumina HiSeq 2500,DN490108Q:H7,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138889,9e518280-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138889,9e518280-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759503,WGS,GCA_000069185.1,250,272315000,PRJEB2779,SAMEA104138890,56921186,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2018-08-28,2018-11-16,ERX2772496,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:09:02Z,public,Illumina HiSeq 2500,DN490108Q:A8,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138890,9e59bfe0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138890,9e59bfe0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759504,WGS,GCA_000069185.1,250,259720750,PRJEB2779,SAMEA104138891,53562515,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2018-08-28,2018-11-16,ERX2772497,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:09:02Z,public,Illumina HiSeq 2500,DN490108Q:B8,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138891,9e61fd40-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138891,9e61fd40-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759505,WGS,GCA_000069185.1,250,256416250,PRJEB2779,SAMEA104138892,53107858,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2018-08-28,2018-11-16,ERX2772498,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:09:03Z,public,Illumina HiSeq 2500,DN490108Q:C8,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138892,9e6a3aa0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138892,9e6a3aa0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759506,WGS,GCA_000069185.1,250,287226000,PRJEB2779,SAMEA104138893,58139390,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2018-08-28,2018-11-16,ERX2772499,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:09:03Z,public,Illumina HiSeq 2500,DN490108Q:D8,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138893,9e727800-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:37:00Z,1,2018-08-28,2017-06-23,SAMEA104138893,9e727800-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759507,WGS,GCA_000069185.1,250,268696250,PRJEB2779,SAMEA104138894,57729913,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2018-08-28,2018-11-16,ERX2772500,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:09:04Z,public,Illumina HiSeq 2500,DN490108Q:E8,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138894,9e7b51a0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:37:00Z,1,2018-08-28,2017-06-23,SAMEA104138894,9e7b51a0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
ERR2759508,WGS,GCA_000069185.1,250,273463250,PRJEB2779,SAMEA104138895,55649424,WELLCOME SANGER INSTITUTE,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2018-08-28,2018-11-16,ERX2772501,Wellcome Sanger Institute,2018-08-28T17:03:10Z,2017-06-23T10:09:04Z,public,Illumina HiSeq 2500,DN490108Q:F8,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus,ILLUMINA,2018-08-29T00:00:00Z,SAMEA104138895,9e8367f0-24d7-11e7-b93e-3c4a9275d6c8,ERP001039,SC,2018-08-29T10:36:00Z,1,2018-08-28,2017-06-23,SAMEA104138895,9e8367f0-24d7-11e7-b93e-3c4a9275d6c8,Mycobacterium abscessus,,,,,,,,,,Mycobacterium abscessus,,,,,,,,,,,,,,,,,,
